method,reward,cost,cost_pct_of_120b,reward_pct_of_120b,label,lambda,source
Direct random,0.424051701,0.00733560028899,52.750,89.836,0.6861*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.3139*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.424305544,0.00737036616713,53.000,89.890,0.6824*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.3176*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.424559386,0.00740513204528,53.250,89.944,0.6788*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.3212*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.424813229,0.00743989792343,53.500,89.997,0.6752*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.3248*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.425067072,0.00747466380157,53.750,90.051,0.6715*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.3285*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.425320915,0.00750942967972,54.000,90.105,0.6679*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.3321*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.425574757,0.00754419555787,54.250,90.159,0.6643*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.3357*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.425828600,0.00757896143601,54.500,90.213,0.6607*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.3393*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.426082443,0.00761372731416,54.750,90.266,0.6570*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.3430*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.426336285,0.00764849319231,55.000,90.320,0.6534*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.3466*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.426590128,0.00768325907045,55.250,90.374,0.6498*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.3502*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.426843971,0.0077180249486,55.500,90.428,0.6461*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.3539*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.427097813,0.00775279082675,55.750,90.481,0.6425*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.3575*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.427351656,0.0077875567049,56.000,90.535,0.6389*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.3611*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.427605499,0.00782232258304,56.250,90.589,0.6352*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.3648*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.427859342,0.00785708846119,56.500,90.643,0.6316*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.3684*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.428113184,0.00789185433934,56.750,90.697,0.6280*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.3720*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.428367027,0.00792662021748,57.000,90.750,0.6244*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.3756*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.428620870,0.00796138609563,57.250,90.804,0.6207*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.3793*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.428874712,0.00799615197378,57.500,90.858,0.6171*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.3829*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.429128555,0.00803091785192,57.750,90.912,0.6135*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.3865*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.429382398,0.00806568373007,58.000,90.965,0.6098*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.3902*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.429636240,0.00810044960822,58.250,91.019,0.6062*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.3938*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.429890083,0.00813521548636,58.500,91.073,0.6026*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.3974*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.430143926,0.00816998136451,58.750,91.127,0.5989*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.4011*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.430397769,0.00820474724266,59.000,91.181,0.5953*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.4047*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.430651611,0.0082395131208,59.250,91.234,0.5917*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.4083*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.430905454,0.00827427899895,59.500,91.288,0.5881*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.4119*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.431159297,0.0083090448771,59.750,91.342,0.5844*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.4156*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.431413139,0.00834381075524,60.000,91.396,0.5808*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.4192*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.431666982,0.00837857663339,60.250,91.449,0.5772*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.4228*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.431920825,0.00841334251154,60.500,91.503,0.5735*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.4265*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.432174668,0.00844810838969,60.750,91.557,0.5699*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.4301*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.432428510,0.00848287426783,61.000,91.611,0.5663*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.4337*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.432682353,0.00851764014598,61.250,91.665,0.5626*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.4374*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.432936196,0.00855240602413,61.500,91.718,0.5590*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.4410*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.433190038,0.00858717190227,61.750,91.772,0.5554*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.4446*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.433443881,0.00862193778042,62.000,91.826,0.5518*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.4482*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.433697724,0.00865670365857,62.250,91.880,0.5481*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.4519*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.433951566,0.00869146953671,62.500,91.933,0.5445*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.4555*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.434205409,0.00872623541486,62.750,91.987,0.5409*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.4591*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.434459252,0.00876100129301,63.000,92.041,0.5372*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.4628*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.434713095,0.00879576717115,63.250,92.095,0.5336*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.4664*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.434966937,0.0088305330493,63.500,92.149,0.5300*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.4700*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.435220780,0.00886529892745,63.750,92.202,0.5263*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.4737*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.435474623,0.00890006480559,64.000,92.256,0.5227*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.4773*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.435728465,0.00893483068374,64.250,92.310,0.5191*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.4809*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.435982308,0.00896959656189,64.500,92.364,0.5155*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.4845*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.436236151,0.00900436244003,64.750,92.417,0.5118*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.4882*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.436489993,0.00903912831818,65.000,92.471,0.5082*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.4918*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.436743836,0.00907389419633,65.250,92.525,0.5046*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.4954*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.436997679,0.00910866007448,65.500,92.579,0.5009*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.4991*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.437251522,0.00914342595262,65.750,92.633,0.4973*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.5027*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.437505364,0.00917819183077,66.000,92.686,0.4937*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.5063*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.437759207,0.00921295770892,66.250,92.740,0.4900*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.5100*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.438013050,0.00924772358706,66.500,92.794,0.4864*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.5136*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.438266892,0.00928248946521,66.750,92.848,0.4828*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.5172*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.438520735,0.00931725534336,67.000,92.901,0.4792*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.5208*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.438774578,0.0093520212215,67.250,92.955,0.4755*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.5245*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.439028421,0.00938678709965,67.500,93.009,0.4719*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.5281*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.439282263,0.0094215529778,67.750,93.063,0.4683*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.5317*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.439536106,0.00945631885594,68.000,93.117,0.4646*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.5354*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.439789949,0.00949108473409,68.250,93.170,0.4610*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.5390*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.440043791,0.00952585061224,68.500,93.224,0.4574*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.5426*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.440297634,0.00956061649038,68.750,93.278,0.4537*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.5463*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.440551477,0.00959538236853,69.000,93.332,0.4501*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.5499*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.440805319,0.00963014824668,69.250,93.385,0.4465*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.5535*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.441059162,0.00966491412483,69.500,93.439,0.4429*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.5571*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.441313005,0.00969968000297,69.750,93.493,0.4392*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.5608*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.441566848,0.00973444588112,70.000,93.547,0.4356*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.5644*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.441820690,0.00976921175927,70.250,93.601,0.4320*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.5680*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.442074533,0.00980397763741,70.500,93.654,0.4283*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.5717*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.442328376,0.00983874351556,70.750,93.708,0.4247*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.5753*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.442582218,0.00987350939371,71.000,93.762,0.4211*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.5789*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.442836061,0.00990827527185,71.250,93.816,0.4174*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.5826*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.443089904,0.00994304115,71.500,93.869,0.4138*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.5862*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.443343746,0.00997780702815,71.750,93.923,0.4102*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.5898*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.443597589,0.0100125729063,72.000,93.977,0.4066*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.5934*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.443851432,0.0100473387844,72.250,94.031,0.4029*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.5971*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.444105275,0.0100821046626,72.500,94.085,0.3993*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.6007*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.444359117,0.0101168705407,72.750,94.138,0.3957*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.6043*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.444612960,0.0101516364189,73.000,94.192,0.3920*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.6080*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.444866803,0.010186402297,73.250,94.246,0.3884*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.6116*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.445120645,0.0102211681752,73.500,94.300,0.3848*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.6152*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.445374488,0.0102559340533,73.750,94.353,0.3811*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.6189*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.445628331,0.0102906999315,74.000,94.407,0.3775*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.6225*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.445882174,0.0103254658096,74.250,94.461,0.3739*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.6261*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.446136016,0.0103602316878,74.500,94.515,0.3703*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.6297*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.446389859,0.0103949975659,74.750,94.569,0.3666*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.6334*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.446643702,0.0104297634441,75.000,94.622,0.3630*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.6370*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.446897544,0.0104645293222,75.250,94.676,0.3594*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.6406*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.447151387,0.0104992952003,75.500,94.730,0.3557*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.6443*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.447405230,0.0105340610785,75.750,94.784,0.3521*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.6479*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.447659072,0.0105688269566,76.000,94.837,0.3485*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.6515*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.447912915,0.0106035928348,76.250,94.891,0.3448*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.6552*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.448166758,0.0106383587129,76.500,94.945,0.3412*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.6588*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.448420601,0.0106731245911,76.750,94.999,0.3376*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.6624*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.448674443,0.0107078904692,77.000,95.053,0.3340*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.6660*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.448928286,0.0107426563474,77.250,95.106,0.3303*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.6697*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.449182129,0.0107774222255,77.500,95.160,0.3267*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.6733*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.449435971,0.0108121881037,77.750,95.214,0.3231*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.6769*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.449689814,0.0108469539818,78.000,95.268,0.3194*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.6806*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.449943657,0.01088171986,78.250,95.321,0.3158*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.6842*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.450197499,0.0109164857381,78.500,95.375,0.3122*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.6878*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.450451342,0.0109512516163,78.750,95.429,0.3085*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.6915*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.450705185,0.0109860174944,79.000,95.483,0.3049*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.6951*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.450959028,0.0110207833726,79.250,95.537,0.3013*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.6987*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.451212870,0.0110555492507,79.500,95.590,0.2977*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.7023*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.451466713,0.0110903151288,79.750,95.644,0.2940*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.7060*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.451720556,0.011125081007,80.000,95.698,0.2904*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.7096*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.451974398,0.0111598468851,80.250,95.752,0.2868*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.7132*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.452228241,0.0111946127633,80.500,95.805,0.2831*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.7169*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.452482084,0.0112293786414,80.750,95.859,0.2795*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.7205*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.452735927,0.0112641445196,81.000,95.913,0.2759*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.7241*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.452989769,0.0112989103977,81.250,95.967,0.2722*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.7278*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.453243612,0.0113336762759,81.500,96.020,0.2686*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.7314*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.453497455,0.011368442154,81.750,96.074,0.2650*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.7350*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.453751297,0.0114032080322,82.000,96.128,0.2614*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.7386*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.454005140,0.0114379739103,82.250,96.182,0.2577*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.7423*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.454258983,0.0114727397885,82.500,96.236,0.2541*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.7459*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.454512825,0.0115075056666,82.750,96.289,0.2505*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.7495*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.454766668,0.0115422715448,83.000,96.343,0.2468*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.7532*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.455020511,0.0115770374229,83.250,96.397,0.2432*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.7568*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.455274354,0.011611803301,83.500,96.451,0.2396*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.7604*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.455528196,0.0116465691792,83.750,96.504,0.2359*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.7641*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.455782039,0.0116813350573,84.000,96.558,0.2323*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.7677*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.456035882,0.0117161009355,84.250,96.612,0.2287*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.7713*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.456289724,0.0117508668136,84.500,96.666,0.2251*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.7749*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.456543567,0.0117856326918,84.750,96.720,0.2214*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.7786*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.456797410,0.0118203985699,85.000,96.773,0.2178*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.7822*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.457051252,0.0118551644481,85.250,96.827,0.2142*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.7858*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.457305095,0.0118899303262,85.500,96.881,0.2105*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.7895*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.457558938,0.0119246962044,85.750,96.935,0.2069*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.7931*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.457812781,0.0119594620825,86.000,96.988,0.2033*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.7967*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.458066623,0.0119942279607,86.250,97.042,0.1996*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.8004*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.458320466,0.0120289938388,86.500,97.096,0.1960*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.8040*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.458574309,0.012063759717,86.750,97.150,0.1924*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.8076*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.458828151,0.0120985255951,87.000,97.204,0.1888*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.8112*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.459081994,0.0121332914733,87.250,97.257,0.1851*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.8149*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.459335837,0.0121680573514,87.500,97.311,0.1815*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.8185*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.459589680,0.0122028232295,87.750,97.365,0.1779*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.8221*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.459843522,0.0122375891077,88.000,97.419,0.1742*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.8258*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.460097365,0.0122723549858,88.250,97.472,0.1706*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.8294*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.460351208,0.012307120864,88.500,97.526,0.1670*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.8330*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.460605050,0.0123418867421,88.750,97.580,0.1633*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.8367*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.460858893,0.0123766526203,89.000,97.634,0.1597*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.8403*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.461112736,0.0124114184984,89.250,97.688,0.1561*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.8439*solver:openai/gpt-oss-120b,,computed_convex_hull
Direct random,0.461366578,0.0124461843766,89.500,97.741,0.1525*solver:Qwen/Qwen3-Coder-30B-A3B-Instruct + 0.8475*solver:openai/gpt-oss-120b,,computed_convex_hull
